63,49,60,t,15,12,19,f,91,66
97,75,64,t,14,74,96,f,61,60
11,85,32,t,32,0,35,f,96,68
73,65,90,t,88,92,18,f,44,94
54,73,8,t,38,67,13,f,68,6
38,20,8,t,40,21,53,f,55,41
64,81,80,t,37,59,3,f,87,71
85,93,46,t,80,37,18,f,48,1
31,64,99,t,76,40,56,f,61,39
65,66,49,t,60,52,97,f,3,98
47,88,86,t,57,66,27,f,60,34
9,68,26,t,75,67,55,f,12,61
7,45,79,t,83,1,41,f,83,2
57,26,5,t,70,95,52,f,79,95
65,10,40,t,5,79,83,f,45,68
82,43,44,t,45,56,87,f,61,37
18,19,93,t,26,17,88,f,88,55
79,63,61,t,33,50,64,f,82,21
16,90,91,t,73,87,88,f,87,84
87,17,18,t,44,81,86,f,23,98
43,8,41,t,53,68,47,f,59,65
34,9,63,t,12,13,96,f,92,60
51,52,43,t,41,74,16,f,83,88
50,15,70,t,14,13,51,f,13,84
99,88,83,t,91,90,2,f,66,82
84,15,86,t,52,46,49,f,13,62
5,11,30,t,42,9,58,f,49,54
22,91,51,t,52,22,90,f,9,80
82,67,4,t,46,73,65,f,36,83
81,45,7,t,8,92,50,f,7,11
50,69,87,t,2,60,66,f,74,44
94,30,51,t,11,96,45,f,84,92
82,58,34,t,93,33,68,f,96,97
17,86,17,t,75,50,46,f,18,53
16,46,50,t,11,70,58,f,9,57
59,61,17,t,53,22,34,f,67,6
21,96,81,t,74,20,84,f,48,70
29,6,30,t,71,34,8,f,5,33
50,51,50,t,36,59,37,f,30,37
83,70,88,t,8,21,65,f,68,71
75,21,20,t,74,28,47,f,77,50
28,53,61,t,33,4,47,f,7,9
98,83,46,t,8,70,39,f,20,4
36,72,4,t,55,72,69,f,24,96
24,78,93,t,24,88,35,f,28,70
88,89,68,t,75,70,77,f,79,19
58,87,5,t,31,74,64,f,50,31
36,71,11,t,98,83,28,f,13,42
49,9,18,t,82,69,66,f,24,78
26,45,85,t,95,64,53,f,20,48
17,53,70,t,69,2,81,f,4,18
93,5,96,t,6,73,15,f,9,22
37,13,76,t,50,16,72,f,10,72
39,33,14,t,12,5,73,f,56,40
32,61,74,t,55,82,43,f,93,11
54,11,52,t,31,26,18,f,82,3
95,93,73,t,53,85,96,f,31,87
18,63,51,t,30,1,25,f,39,8
84,90,11,t,74,29,71,f,66,94
7,18,89,t,25,15,99,f,57,0
96,94,50,t,31,38,78,f,4,48
46,93,90,t,16,68,86,f,6,31
36,61,9,t,16,75,12,f,93,40
73,70,68,t,42,13,26,f,78,99
2,90,13,t,36,99,91,f,68,99
51,56,30,t,16,9,60,f,37,56
49,78,91,t,84,30,89,f,40,27
6,36,40,t,47,42,10,f,60,74
16,37,31,t,83,91,0,f,41,85
26,57,41,t,22,75,32,f,1,87
48,63,90,t,4,65,49,f,24,9
85,36,80,t,96,22,69,f,91,65
56,86,14,t,3,98,69,f,87,77
17,38,0,t,44,2,2,f,90,78
12,64,38,t,98,28,16,f,54,96
62,87,30,t,44,61,89,f,34,93
34,67,53,t,88,37,21,f,45,65
30,69,79,t,50,9,6,f,62,55
30,57,12,t,67,27,57,f,41,5
11,96,99,t,14,1,85,f,57,25
0,35,98,t,43,51,62,f,71,72
87,71,77,t,55,61,20,f,63,38
47,5,66,t,21,75,58,f,20,26
17,38,24,t,88,2,29,f,41,24
92,20,23,t,87,11,50,f,54,57
91,39,69,t,94,38,40,f,31,29
19,10,56,t,79,20,15,f,40,10
20,66,5,t,85,76,42,f,68,32
80,43,89,t,41,91,41,f,75,1
2,85,49,t,85,16,4,f,47,79
87,14,44,t,62,98,65,f,17,17
56,41,58,t,95,7,39,f,81,73
25,57,78,t,57,74,17,f,34,14
80,47,57,t,73,4,54,f,5,95
51,56,13,t,7,70,89,f,77,77
83,99,79,t,74,84,75,f,6,92
91,12,24,t,91,26,80,f,33,53
44,54,19,t,14,50,23,f,87,39
32,14,91,t,95,50,20,f,45,38
47,78,47,t,5,23,37,f,0,24
2,70,7,t,54,67,10,f,75,39
29,89,53,t,8,55,15,f,86,12
61,8,63,t,29,33,96,f,76,22
14,28,13,t,98,74,15,f,45,8
80,19,47,t,17,61,25,f,58,24
18,5,82,t,96,73,50,f,51,2
95,25,27,t,82,3,68,f,31,68
90,38,31,t,56,21,60,f,67,85
88,11,55,t,94,26,72,f,66,7
17,15,78,t,50,74,16,f,11,66
93,86,24,t,39,82,14,f,64,68
48,71,84,t,17,97,51,f,1,20
39,22,36,t,99,39,90,f,85,12
70,81,75,t,24,51,27,f,17,96
48,67,57,t,2,62,49,f,78,42
91,69,8,t,68,68,8,f,58,31
29,46,40,t,84,41,92,f,27,67
96,40,32,t,49,70,46,f,10,85
92,91,9,t,86,5,62,f,14,30
95,76,8,t,79,71,26,f,64,25
98,88,54,t,20,85,56,f,11,80
42,12,92,t,92,58,1,f,31,63
56,54,60,t,81,66,64,f,32,63
29,76,60,t,93,89,82,f,7,91
7,62,38,t,29,37,97,f,70,32
5,86,92,t,80,99,65,f,46,54
7,19,19,t,78,33,69,f,72,60
34,40,37,t,55,67,86,f,91,82
48,61,40,t,75,46,78,f,9,67
70,1,6,t,85,81,49,f,10,94
69,56,72,t,7,17,75,f,58,6
42,19,14,t,0,30,40,f,5,70
72,23,33,t,86,65,25,f,81,31
19,91,58,t,54,72,36,f,54,46
32,91,11,t,57,6,53,f,32,87
98,64,48,t,45,43,39,f,34,94
10,4,15,t,93,95,98,f,61,42
81,51,23,t,37,13,72,f,78,36
67,95,8,t,17,11,17,f,40,76
73,84,97,t,81,75,49,f,19,4
53,21,88,t,15,83,74,f,31,62
37,58,30,t,35,71,95,f,78,68
27,40,68,t,21,47,63,f,84,71
43,3,20,t,42,39,54,f,19,35
89,57,36,t,62,55,58,f,0,64
17,5,65,t,21,3,28,f,94,6
74,54,8,t,17,50,88,f,51,41
39,33,89,t,89,19,20,f,99,30
53,71,5,t,47,91,3,f,18,46
57,5,91,t,42,8,82,f,81,76
41,45,99,t,85,10,95,f,71,89
70,14,61,t,18,38,10,f,71,13
23,19,34,t,42,66,18,f,71,24
34,1,44,t,90,45,35,f,64,43
96,66,43,t,34,97,47,f,18,83
83,18,21,t,13,84,44,f,0,13
48,28,78,t,44,50,92,f,1,13
22,50,40,t,76,62,26,f,2,92
97,95,83,t,94,29,52,f,72,49
16,77,27,t,76,45,58,f,10,96
82,47,65,t,18,85,30,f,2,40
66,72,29,t,65,14,29,f,5,46
66,3,90,t,11,5,48,f,28,58
17,43,47,t,64,10,67,f,66,65
43,52,27,t,90,57,47,f,44,35
43,38,32,t,68,71,43,f,12,89
22,44,75,t,97,85,51,f,48,10
80,10,27,t,15,69,78,f,34,76
10,34,67,t,91,57,94,f,31,13
10,35,10,t,57,3,80,f,44,97
4,59,75,t,99,13,5,f,52,95
82,30,20,t,33,36,33,f,61,93
11,89,0,t,20,87,54,f,41,52
1,33,24,t,50,50,59,f,65,60
11,74,94,t,89,65,83,f,53,11
73,43,35,t,53,91,36,f,18,96
77,3,78,t,47,10,50,f,30,18
37,72,18,t,65,60,93,f,39,4
17,56,0,t,89,96,85,f,49,53
58,91,80,t,30,24,85,f,7,14
12,60,55,t,70,72,48,f,66,6
39,17,48,t,94,53,52,f,61,80
60,86,91,t,74,76,62,f,30,73
33,45,26,t,46,20,24,f,73,94
52,11,84,t,5,2,45,f,54,97
40,12,87,t,61,91,47,f,38,42
42,84,12,t,0,41,2,f,58,58
29,60,25,t,18,34,78,f,93,16
60,32,24,t,72,47,97,f,52,69
77,38,46,t,2,2,40,f,59,3
66,49,48,t,66,91,81,f,92,44
6,7,51,t,99,28,57,f,95,86
4,44,46,t,4,63,98,f,13,79
74,38,12,t,50,86,33,f,29,19
35,61,27,t,9,13,78,f,36,7
44,38,40,t,23,2,31,f,2,78
83,7,33,t,83,8,37,f,25,20
17,31,13,t,7,33,70,f,24,62
41,64,0,t,34,7,82,f,79,11
25,33,48,t,28,27,69,f,98,60
0,62,59,t,45,11,30,f,35,69
29,0,91,t,90,1,72,f,95,81
95,47,55,t,23,27,29,f,56,17
34,17,10,t,27,71,86,f,34,60
7,66,3,t,35,96,35,f,81,10
23,36,65,t,94,4,6,f,11,24
34,26,27,t,72,30,61,f,43,98
79,0,40,t,68,37,34,f,44,73
98,53,36,t,61,43,21,f,58,73
19,78,68,t,46,12,40,f,98,45
38,30,82,t,13,3,36,f,93,19
61,57,94,t,51,15,33,f,57,85
47,17,44,t,55,64,68,f,43,5
24,46,13,t,88,97,17,f,49,98
89,50,72,t,85,49,30,f,68,10
59,23,9,t,82,49,11,f,39,97
45,86,55,t,4,81,6,f,6,38
96,48,4,t,50,90,57,f,68,93
79,17,79,t,15,5,83,f,86,38
16,40,25,t,68,70,66,f,86,59
1,42,80,t,52,23,56,f,31,49
95,45,47,t,83,55,9,f,52,66
15,52,94,t,80,40,62,f,11,62
87,24,39,t,38,86,2,f,46,65
91,13,75,t,79,75,72,f,58,11
86,90,49,t,88,96,1,f,83,53
99,91,49,t,7,8,11,f,92,18
32,83,96,t,48,4,55,f,93,82
67,46,90,t,59,36,8,f,94,11
12,88,86,t,26,18,63,f,59,46
67,81,13,t,16,68,92,f,17,69
97,26,6,t,68,34,21,f,25,59
42,20,85,t,10,13,80,f,95,97
35,86,41,t,31,79,46,f,9,68
76,46,38,t,79,1,77,f,33,1
74,38,22,t,44,15,92,f,30,28
42,99,44,t,5,18,50,f,9,29
3,15,65,t,34,37,75,f,16,50
37,2,67,t,17,58,31,f,19,42
80,79,34,t,51,12,58,f,48,45
73,83,38,t,63,64,31,f,68,12
10,65,19,t,0,87,59,f,8,14
41,88,71,t,57,0,78,f,18,12
80,11,50,t,29,39,70,f,92,98
40,91,74,t,76,14,25,f,31,16
94,80,40,t,50,34,78,f,97,49
62,24,10,t,60,43,55,f,76,96
26,10,35,t,61,57,14,f,54,79
45,99,28,t,75,38,16,f,71,71
3,84,76,t,59,71,88,f,95,89
41,81,26,t,87,20,27,f,76,85
94,8,35,t,6,17,86,f,53,96
37,11,28,t,76,16,11,f,85,18
63,3,50,t,56,91,69,f,60,95
57,99,33,t,71,2,86,f,66,82
7,52,84,t,35,32,59,f,92,47
60,72,38,t,3,69,59,f,15,91
22,64,69,t,8,6,57,f,56,15
75,36,26,t,90,5,22,f,3,84
26,37,48,t,77,39,16,f,86,78
3,98,61,t,48,70,11,f,11,25
8,97,37,t,64,29,29,f,46,40
57,34,14,t,17,63,16,f,30,58
16,49,76,t,99,74,40,f,84,19
17,23,45,t,18,19,73,f,73,36
4,40,88,t,63,61,9,f,51,82
92,2,12,t,42,45,71,f,59,31
81,21,96,t,40,96,60,f,81,55
0,54,52,t,81,83,54,f,96,53
45,40,10,t,39,35,41,f,92,17
43,75,20,t,84,54,49,f,81,55
9,89,91,t,59,34,78,f,27,88
29,25,46,t,94,9,24,f,52,68
34,73,5,t,58,37,68,f,49,68
40,77,46,t,29,77,88,f,88,52
36,24,33,t,6,4,9,f,24,95
99,85,79,t,9,72,75,f,66,57
50,73,3,t,32,9,98,f,56,98
76,63,34,t,28,96,23,f,5,15
40,66,59,t,19,76,14,f,17,13
49,55,93,t,39,76,4,f,78,95
10,61,22,t,67,19,6,f,65,48
43,78,17,t,99,18,92,f,68,91
48,62,80,t,14,14,79,f,65,89
24,40,23,t,98,56,59,f,77,51
66,12,42,t,35,6,48,f,56,72
27,86,15,t,29,0,86,f,45,14
4,14,31,t,51,11,71,f,64,87
49,10,53,t,0,38,27,f,74,97
62,50,19,t,60,65,58,f,49,27
26,22,58,t,81,27,8,f,97,54
26,30,77,t,61,0,10,f,58,16
26,36,85,t,25,6,59,f,2,82
11,78,42,t,74,51,75,f,63,20
77,88,93,t,4,20,99,f,18,19
88,84,11,t,17,28,64,f,67,82
57,86,4,t,89,21,47,f,27,95
78,44,3,t,86,25,27,f,58,59
41,31,18,t,97,34,19,f,49,79
60,5,25,t,82,24,5,f,65,74
20,75,21,t,86,13,49,f,18,77
64,98,88,t,88,38,33,f,27,9
2,32,16,t,14,4,79,f,97,38
57,92,2,t,88,68,15,f,26,50
12,6,19,t,15,19,1,f,72,36
62,45,18,t,53,45,28,f,15,32
99,17,6,t,52,77,46,f,23,9
30,21,41,t,89,26,54,f,50,26
5,81,62,t,8,56,16,f,92,67
65,11,86,t,50,27,2,f,39,58
28,74,97,t,27,58,98,f,44,12
96,67,77,t,21,42,25,f,61,45
56,82,74,t,69,14,53,f,24,42
35,90,24,t,40,95,48,f,58,59
0,74,94,t,25,54,66,f,24,69
78,13,1,t,44,45,28,f,9,84
10,9,37,t,23,80,41,f,95,7
37,73,38,t,53,57,16,f,64,25
82,26,21,t,24,73,84,f,37,65
59,84,74,t,91,25,1,f,38,2
98,61,89,t,1,30,53,f,1,50
40,37,5,t,41,75,90,f,2,0
28,56,31,t,43,92,31,f,7,24
13,60,5,t,21,53,28,f,35,68
89,31,23,t,34,65,82,f,64,43
87,95,22,t,67,74,0,f,85,72
20,81,30,t,0,47,41,f,45,67
69,10,30,t,91,43,52,f,45,61
38,3,24,t,88,48,42,f,37,62
12,71,34,t,6,9,64,f,78,9
13,38,25,t,79,48,91,f,11,59
95,93,98,t,41,34,22,f,58,98
78,44,13,t,64,72,32,f,46,76
7,52,13,t,15,33,62,f,98,15
62,62,59,t,29,87,81,f,4,43
97,7,8,t,30,2,27,f,80,15
85,8,98,t,25,33,24,f,69,45
67,35,54,t,82,40,44,f,1,80
12,68,40,t,59,1,41,f,30,47
44,65,60,t,52,18,29,f,22,54
33,3,49,t,67,22,53,f,62,73
98,8,56,t,15,33,5,f,15,45
56,25,73,t,23,58,57,f,85,78
61,32,20,t,22,62,14,f,36,5
11,47,4,t,93,39,19,f,10,31
30,13,22,t,18,64,87,f,91,77
71,19,26,t,66,63,88,f,61,39
6,6,77,t,65,61,72,f,19,3
36,55,31,t,69,14,57,f,76,67
90,88,10,t,51,42,44,f,22,82
47,98,42,t,23,91,64,f,69,0
3,90,76,t,64,13,78,f,62,88
2,51,36,t,8,73,34,f,32,85
80,4,38,t,56,96,42,f,68,22
48,23,64,t,8,85,24,f,99,8
6,66,33,t,94,80,77,f,19,28
64,99,97,t,34,52,44,f,77,32
90,96,77,t,34,51,27,f,19,17
33,52,10,t,49,14,58,f,11,1
97,61,50,t,67,27,51,f,40,70
86,8,52,t,73,2,92,f,85,4
9,7,69,t,17,82,58,f,55,25
1,28,91,t,58,40,19,f,55,58
38,40,12,t,93,28,84,f,10,72
68,71,86,t,8,68,15,f,47,0
89,82,38,t,25,27,25,f,28,59
13,99,20,t,7,85,25,f,89,23
31,29,67,t,39,11,98,f,70,8
69,24,32,t,9,82,23,f,66,28
26,63,61,t,21,73,97,f,93,52
57,18,96,t,75,13,10,f,49,81
78,40,33,t,89,16,40,f,39,19
23,56,22,t,13,78,31,f,27,58
54,36,96,t,24,49,50,f,51,84
71,75,32,t,5,87,5,f,63,0
24,46,54,t,65,98,56,f,67,48
66,64,65,t,31,10,23,f,75,18
7,96,38,t,40,43,50,f,77,27
68,97,74,t,57,42,14,f,68,40
72,78,62,t,93,7,60,f,58,91
96,91,85,t,93,46,32,f,91,93
91,8,63,t,40,58,91,f,2,50
91,75,39,t,88,82,93,f,38,83
99,78,87,t,51,72,67,f,14,24
99,90,7,t,33,2,70,f,48,55
73,48,99,t,49,84,41,f,67,42
96,45,71,t,4,51,6,f,43,53
32,11,37,t,66,15,83,f,89,20
70,97,51,t,57,35,50,f,74,85
24,53,75,t,60,74,96,f,72,92
49,90,18,t,15,77,98,f,56,82
21,4,60,t,31,44,19,f,61,54
71,55,28,t,44,91,37,f,96,11
71,49,57,t,67,58,37,f,9,93
25,61,2,t,75,96,59,f,32,28
22,77,36,t,17,15,5,f,11,79
45,97,76,t,69,78,20,f,73,53
31,70,95,t,49,53,71,f,11,84
5,42,65,t,3,9,1,f,5,9
37,99,17,t,58,42,13,f,64,76
82,81,90,t,66,85,16,f,47,61
8,55,55,t,76,17,48,f,8,69
88,71,65,t,90,48,8,f,38,69
4,2,78,t,5,99,38,f,20,90
33,70,91,t,3,45,15,f,61,68
61,41,41,t,54,39,4,f,20,53
65,76,73,t,80,44,1,f,72,19
83,11,13,t,36,11,22,f,33,39
73,17,29,t,38,52,16,f,39,45
53,55,66,t,65,79,14,f,36,92
8,83,91,t,76,64,72,f,17,74
33,39,43,t,63,87,40,f,34,58
21,51,19,t,52,47,37,f,89,81
98,13,94,t,47,15,48,f,88,38
42,7,40,t,32,93,2,f,75,92
39,85,66,t,66,23,85,f,56,3
61,52,17,t,10,90,14,f,55,41
11,77,74,t,6,58,66,f,34,91
61,20,59,t,24,51,87,f,35,77
30,79,77,t,43,58,28,f,1,98
15,31,29,t,64,32,3,f,56,85
82,73,46,t,16,62,28,f,15,55
72,73,39,t,94,13,57,f,46,86
81,31,19,t,50,32,21,f,21,57
9,16,22,t,21,65,72,f,90,20
29,14,88,t,60,56,27,f,63,85
27,0,98,t,87,62,54,f,75,54
33,25,25,t,93,82,85,f,78,76
88,39,69,t,26,86,50,f,51,1
52,67,44,t,1,63,50,f,58,95
