381,3
382,1
383,1
384,7
385,0
386,1
387,5
388,6
389,4
390,4
391,5
392,1
393,4
394,7
395,3
396,0
397,0
398,1
399,5
400,7
401,0
402,5
403,3
404,4
405,1
406,4
407,3
408,4
409,6
410,5
411,0
412,6
413,0
414,1
415,2
416,1
417,5
418,0
419,4
420,1
421,5
422,4
423,3
424,4
425,5
426,2
427,2
428,4
429,5
430,1
431,3
432,5
433,6
434,0
435,7
436,7
437,5
438,5
439,5
440,5
441,5
442,4
443,1
444,1
445,1
446,6
447,3
448,1
449,2
450,2
451,7
452,3
453,2
454,6
455,0
456,1
457,1
458,0
459,3
460,4
461,3
462,3
463,0
464,1
465,5
466,6
467,2
468,0
469,0
470,4
471,2
472,1
473,5
474,7
475,6
476,0
477,2
478,6
479,5
480,0
481,0
482,5
483,7
484,3
485,6
486,1
487,5
488,4
489,7
490,0
491,3
492,6
493,2
494,3
495,0
496,7
497,7
498,1
499,4
500,3
501,5
502,1
503,4
504,1
505,7
506,1
507,6
508,6
509,0
510,3
511,2
512,1
513,7
514,4
515,3
516,1
517,7
518,3
519,4
520,4
521,6
522,2
523,1
524,7
525,6
526,0
527,1
528,3
529,3
530,4
531,3
532,1
533,2
534,7
535,0
536,7
537,0
538,5
539,5
540,5
541,0
542,2
543,0
544,5
545,1
546,2
547,0
548,3
549,0
550,6
551,7
552,1
553,5
554,2
555,3
556,6
557,7
558,0
559,6
560,0
561,7
562,2
563,5
564,2
565,1
566,5
567,7
568,4
569,1
570,7
571,3
572,7
573,7
574,5
575,0
576,0
577,1
578,4
579,4
580,5
581,1
582,0
583,3
584,1
585,4
586,5
587,4
588,0
589,1
590,5
591,7
592,7
593,6
594,4
595,0
596,2
597,4
598,4
599,6
600,2
601,1
602,5
603,1
604,0
605,2
606,0
607,0
608,1
609,7
610,4
611,1
612,7
613,3
614,1
615,6
616,2
617,6
618,7
619,0
620,7
621,2
622,4
623,2
624,2
625,2
626,4
627,2
628,0
629,6
630,2
631,1
632,3
633,2
634,0
635,7
636,2
637,1
638,0
639,3
640,2
641,5
642,6
643,1
644,4
645,6
646,7
647,3
648,2
649,1
650,4
651,5
652,0
653,5
654,5
655,0
656,6
657,4
658,4
659,3
660,4
661,4
662,0
663,3
664,5
665,2
666,4
667,5
668,2
669,1
670,2
671,3
672,1
673,4
674,7
675,7
676,2
677,5
678,6
679,6
680,7
681,1
682,2
683,6
684,6
685,1
686,3
687,6
688,6
689,3
690,6
691,2
692,5
693,4
694,0
695,4
696,2
697,0
698,7
699,7
700,5
701,7
702,6
703,6
704,5
705,7
706,5
707,6
708,5
709,2
710,1
711,4
712,7
713,1
714,1
715,4
716,6
717,7
718,4
719,5
720,6
721,4
722,4
723,5
724,3
725,6
726,1
727,3
728,1
729,3
730,2
731,0
732,2
733,0
734,1
735,6
736,5
737,4
738,4
739,6
740,7
741,7
742,3
743,2
744,6
745,3
746,0
747,6
748,5
749,1
750,5
751,6
752,7
753,2
754,3
755,1
756,6
757,6
758,4
759,6
760,4
761,0
762,3
763,3
764,2
765,5
766,5
767,4
768,6
769,1
770,0
771,5
772,1
773,5
774,3
775,0
776,6
777,2
778,1
779,2
780,2
781,6
782,4
783,7
784,0
785,5
786,5
787,4
788,1
789,6
790,3
791,5
792,4
793,4
794,3
795,0
796,4
797,5
798,0
799,3
800,6
801,5
